filename,parent,extent,collectionCallNumber,boxFolder,accessionNumber,masterFilename,dateDigitized,dateCreated,series,title,description,description,contributor,contributor,contributor,subjectTopic,subjectName,subjectPlace,physicalFormat,resourceType,description,donorProvenance,relatedResource,rightsStatement,accessRights,rightsStatus,publisher,publisherHomepage,
ms0064_rec_0138_1.wav,row: 635,,,,ms0064_rec_0138,ms0064_rec_0138_1.wav,,,,Part 1: Ogives (1886),,Performer: Reinberg De Leeuw,http://id.loc.gov/authorities/names/n83043593,http://id.loc.gov/authorities/names/n79139256,,,,,,,,,,,,,,,
ms0064_rec_0138_2.wav,row: 635,,,,ms0064_rec_0138,ms0064_rec_0138_2.wav,,,,Part 2: Gnossiennes (1890-1896),,,,http://id.loc.gov/authorities/names/n79139256,,,,,,,,,,,,,,,
ms0064_rec_0139_1.wav,row: 635,,,,ms0064_rec_0139,ms0064_rec_0139_1.wav,,,,Part 3: Sonneries de la Rose + Crox (1892),,,,http://id.loc.gov/authorities/names/n79139256,,,,,,,,,,,,,,,
ms0064_rec_0139_2.wav,row: 635,,,,ms0064_rec_0139,ms0064_rec_0139_2.wav,,,,Part 4: Gymnopedies (1888),,,,http://id.loc.gov/authorities/names/n79139256,,,,,,,,,,,,,,,
,row: 3,7 recordings,MS 64,11,,,2019,1981-08-22,1981,1981 Cabrillo Music Festival: Concert 4,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0140.wav,row: 640,,,,ms0064_rec_0140,ms0064_rec_0140.wav,,,,Part 1: George Antheil: Bad Boy of American Music\; talk by Charles Amirlkhanian,,,,,http://id.loc.gov/authorities/names/n83043593,,,,,,,,,,,,,,
ms0064_rec_0141_1.wav,row: 640,,,,ms0064_rec_0141,ms0064_rec_0141_1.wav,,,,"Part 2: Fireworks, from Valses profanes (1919)\; The Golden Bird, After Brancusi (1919)",,Performers: Emily Wong\; Vera Berths\; Reinbert DeLeeuw,"http://id.loc.gov/authorities/names/n2010074719; Berths, Vera; http://id.loc.gov/authorities/names/n83043593",http://id.loc.gov/authorities/names/n80004366,http://id.loc.gov/authorities/names/n83043593,,,,,,,,,,,,,,
ms0064_rec_0141_2.wav,row: 640,,,,ms0064_rec_0141,ms0064_rec_0141_2.wav,,,,"Part 3: Sonatina, “Death of the Machines” (1923)",,,,,http://id.loc.gov/authorities/names/n83043593,,,,,,,,,,,,,,
ms0064_rec_0141_3.wav,row: 640,,,,ms0064_rec_0141,ms0064_rec_0141_3.wav,,,,Part 4: Sonata No.1 for Violin and Piano (1923),,,,,http://id.loc.gov/authorities/names/n83043593,,,,,,,,,,,,,,
ms0064_rec_0141_4.wav,row: 640,,,,ms0064_rec_0141,ms0064_rec_0141_4.wav,,,,"Part 5: Sonata No.2 for Violin, Piano and Drums in one movement (1923)",,,,,http://id.loc.gov/authorities/names/n83043593,,,,,,,,,,,,,,
ms0064_rec_0142_1.wav,row: 640,,,,ms0064_rec_0142,ms0064_rec_0142_1.wav,,,,"Part 6: A Jazz Symphony (1923-25, rev. 1955)",,Performers: Vera Berths\; Emily Wong,"Berths, Vera; http://id.loc.gov/authorities/names/n2010074719",http://id.loc.gov/authorities/names/n80004366,http://id.loc.gov/authorities/names/n83043593,,,,,,,,,,,,,,
ms0064_rec_0142_2.wav,row: 640,,,,ms0064_rec_0142,ms0064_rec_0142_2.wav,,,,"Part 7: Ballet Mecanique (1923-25, rev. 1952-53)",,,,,http://id.loc.gov/authorities/names/n83043593,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,11,,,2019,1981-08-23,1981,1981 Cabrillo Music Festival: Concert 5,,,,,,,,https://www.geonames.org/5373728/mission-san-juan-bautista.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0143.wav,row: 648,,,,ms0064_rec_0143,ms0064_rec_0143.wav,,,,Part 1: Ten Blake Songs (1957),,Performers: Jan DeGaetani\; Philip West,"http://id.loc.gov/authorities/names/n79089435; West, Philip",http://id.loc.gov/authorities/names/n79139255,,,,,,,,,,,,,,,
ms0064_rec_0144_1.wav,row: 648,,,,ms0064_rec_0144,ms0064_rec_0144_1.wav,,,,"Part 2: Six Metamorphoses after Ovid, Op.49 (1951)",,Performers: Philip West\; Alfonso X (El Sabio),"West, Philip; http://id.loc.gov/authorities/names/nr97017648",http://id.loc.gov/authorities/names/n79105791,,,,,,,,,,,,,,,
ms0064_rec_0144_2.wav,row: 648,,,,,ms0064_rec_0144_2.wav,,,,Part 3: Cantigas de Santa Maria,,,,,,,,,,,,,,,,,,,
,row: 3,2 recordings,MS 64,,,,2019,1981-08-23,1981,1981 Cabrillo Music Festival: Concert 6,,,,,,,,https://www.geonames.org/5373728/mission-san-juan-bautista.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0145.wav,row: 651,,,11,ms0064_rec_0145,ms0064_rec_0145.wav,,,,Part 1: Five Rückert Songs (1901-02),,Performer: Jan DeGaetani,http://id.loc.gov/authorities/names/n79089435,http://id.loc.gov/authorities/names/n80067106,http://id.loc.gov/authorities/names/n81010514,,,,,,,,,,,,,,
ms0064_rec_0146.wav,row: 652,,,12,ms0064_rec_0146,ms0064_rec_0146.wav,,,,"Part 2: Requiem Mass in D minor, K.626 (1791)",,Performers: San Mateo Masterworks Chorale,"Masterworks Chorale (San Mateo, Calif.)",http://id.loc.gov/authorities/names/n80022788,http://id.loc.gov/authorities/names/n81010514,,,,,,,,,,,,,,
,row: 3,3 recordings,,,,,2019,1981-08-27,1981,1981 Cabrillo Music Festival: Concert 7,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,,,,,,,,
ms0064_rec_0147.wav,row: 655,,MS 64,11,ms0064_rec_0147,ms0064_rec_0147.wav,,,,Part 1: Monkey (1981),World Premiere,,,http://id.loc.gov/authorities/names/n82144277,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0414_rec_9128.wav,row: 655,,MS 414,362,ms0414_rec_9128,ms0414_rec_9128.wav,,,,"Part 2: Outro, Interview, Dennis Russell Davies",,,,,,,,,,,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0064_rec_0148.wav,row: 655,,MS 64,11,ms0064_rec_0148,ms0064_rec_0148.wav,,,,Part 3: Angels and Demons (1980),,,,http://id.loc.gov/authorities/names/n82144277,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
,row: 3,3 recordings,MS 64,,,,2019,1981-08-28,1981,1981 Cabrillo Music Festival: Concert 8,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0149.wav,row: 659,,,11,ms0064_rec_0149,ms0064_rec_0149.wav,,,,"Part 1: Fra Angellico, Op.220 (1967)",West Coast Premiere,,,http://id.loc.gov/authorities/names/n79089446,http://id.loc.gov/authorities/names/n87114658,,,,,,,,,,,,,,
ms0064_rec_0150.wav,row: 659,,,12,ms0064_rec_0150,ms0064_rec_0150.wav,,,,"Part 2: Concerto in G minor, for Piano and Orchestra Op.33 (1876)",,Performer: Justus Frantz,http://id.loc.gov/authorities/names/n82144219,http://id.loc.gov/authorities/names/n81033190,http://id.loc.gov/authorities/names/n87114658,,,,,,,,,,,,,,
ms0064_rec_0151.wav,row: 659,,,12,ms0064_rec_0151,ms0064_rec_0151.wav,,,,"Part 3: Serenade No. 1 in D Major, for Orchestra, Op.11 (1857-58)",,,,http://id.loc.gov/authorities/names/n79077221,http://id.loc.gov/authorities/names/n87114658,,,,,,,,,,,,,,
,row: 3,10 recordings,MS 64,11,,,2019,1981-08-29,1981,1981 Cabrillo Music Festival: Concert 9,,,,,,,,http://www.geonames.org/5393052/santa-cruz.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0152_1.wav,row: 663,,,,ms0064_rec_0152,ms0064_rec_0152_1.wav,,,,Part 1: Aria della Battaglia,,Performer: Hinako Fujihara,http://id.loc.gov/authorities/names/nr96010596,http://id.loc.gov/authorities/names/n79116215,"Harrison, Kenneth",,,,,,,,,,,,,,
ms0064_rec_0152_2.wav,row: 663,,,,ms0064_rec_0152,ms0064_rec_0152_2.wav,,,,"Part 2: Lullaby from Symphony No.38, Op. 314",,,,http://id.loc.gov/authorities/names/n79089446,"Harrison, Kenneth",,,,,,,,,,,,,,
ms0064_rec_0152_3.wav,row: 663,,,,ms0064_rec_0152,ms0064_rec_0152_3.wav,,,,"Part 3: Marina’s Song of Healing from the Opera Pericles, Op.283",,,,http://id.loc.gov/authorities/names/n79089446,"Harrison, Kenneth",,,,,,,,,,,,,,
ms0064_rec_0153_1.wav,row: 663,,,,ms0064_rec_0153,ms0064_rec_0153_1.wav,,,,"Part 4: October Mountain, Op.135",,,,http://id.loc.gov/authorities/names/n79089446,,,,,,,,,,,,,,,
ms0064_rec_0153_2.wav,row: 663,,,,ms0064_rec_0153,ms0064_rec_0153_2.wav,,,,"Part 5: Two pieces (Shunt, Raspberries)",,,,http://id.loc.gov/authorities/names/n87897676,,,,,,,,,,,,,,,
ms0064_rec_0154_1.wav,row: 663,,,,ms0064_rec_0154,ms0064_rec_0154_1.wav,,,,"Part 6: Starry Nights, Doggy Days",,,,"London, Larry",,,,,,,,,,,,,,,
ms0064_rec_0154_2.wav,row: 663,,,,ms0064_rec_0154,ms0064_rec_0154_2.wav,,,,Part 7: In Praise of Johnny Appleseed,,,,http://id.loc.gov/authorities/names/n82099801,,,,,,,,,,,,,,,
ms0064_rec_0155_1.wav,row: 663,,,,ms0064_rec_0155,ms0064_rec_0155_1.wav,,,,"Part 8: “O Joy at the Dawn of Spring” from “Tale of the Sun Goddess Going into the Stone House,” Op. 323",,Performer: Hinako Fujihara,http://id.loc.gov/authorities/names/nr96010596,http://id.loc.gov/authorities/names/n79089446,"Harrison, Kenneth",,,,,,,,,,,,,,
ms0064_rec_0155_2.wav,row: 663,,,,ms0064_rec_0155,ms0064_rec_0155_2.wav,,,,"Part 9: Konzertmusik fur Streichorcester und Blechblaser, Op. 50 (1930)",,,,http://id.loc.gov/authorities/names/n79077225,"Harrison, Kenneth",,,,,,,,,,,,,,
ms0064_rec_0156.wav,row: 663,,,,ms0064_rec_0156,ms0064_rec_0156.wav,,,,"Part 10: Serenade for Winds in D minor, Op.44 (1878)",,,,http://id.loc.gov/authorities/names/n81033190,"Harrison, Kenneth",,,,,,,,,,,,,,
,row: 3,5 recordings,MS 64,11,,,2019,1981-08-29,1981,1981 Cabrillo Music Festival: Concert 10,,,,,,,,http://www.geonames.org/5393052/santa-cruz.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0157_1.wav,row: 674,,,,ms0064_rec_0157,ms0064_rec_0157_1.wav,,,,"Part 1: Three Visions of St. Mesrob, Op. 198",,Performers: Romuald Tecco\; Dennis Russell Davies,http://id.loc.gov/authorities/names/n90627613; http://id.loc.gov/authorities/names/n81010514,http://id.loc.gov/authorities/names/n79089446,,,,,,,,,,,,,,,
ms0064_rec_0157_2.wav,row: 674,,,,ms0064_rec_0157,ms0064_rec_0157_2.wav,,,,"Part 2: Khirgiz Suite, Op.73 (1952)",,,,http://id.loc.gov/authorities/names/n79089446,,,,,,,,,,,,,,,
ms0064_rec_0157_3.wav,row: 674,,,,ms0064_rec_0157,ms0064_rec_0157_3.wav,,,,Part 3: Four Nocturnes for Violin and Piano (Night Music II) (1964),,,,http://id.loc.gov/authorities/names/n79107872,,,,,,,,,,,,,,,
ms0064_rec_0158.wav,row: 674,,MS 64,11,ms0064_rec_0158,ms0064_rec_0158.wav,,,,Part 4: Sonata No.2 for Violin and Piano (1907-1910),,Performers: Romuald Tecco\; Dennis Russell Davies,http://id.loc.gov/authorities/names/n90627613; http://id.loc.gov/authorities/names/n81010514,http://id.loc.gov/authorities/names/n80035835,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0159.wav,row: 674,,MS 64,11,ms0064_rec_0159,ms0064_rec_0159.wav,,,,"Part 5: Phantasie in C Major for Violin and Piano, Op.159, D.934 (1827)",,,,http://id.loc.gov/authorities/names/n50000561,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
,row: 3,4 recordings,MS 64,,,,2019,1981-08-30,1981,1981 Cabrillo Music Festival: Concert 11,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0160.wav,row: 680,,,11,ms0064_rec_0160,ms0064_rec_0160.wav,,,,"Part 1: Four Ballades, Op.10 (1854)",,Performer: Justus Frantz,http://id.loc.gov/authorities/names/n82144219,http://id.loc.gov/authorities/names/n79077221,,,,,,,,,,,,,,,
ms0064_rec_0161.wav,row: 680,,,11,ms0064_rec_0161,ms0064_rec_0161.wav,,,,"Part 2: Sonata No. 23 in F, op. 57, Beethoven",,,,,,,,http://www.geonames.org/5324400/aptos.html,,,,,,,,,,,
ms0064_rec_0162.wav,row: 680,,,10,ms0064_rec_0162,ms0064_rec_0162.wav,,,,"Part 3: Piano Sonata No.17 in D minor, Op.31, No.2, “Tempest” (1802)",,Performer: Justus Frantz,http://id.loc.gov/authorities/names/n82144219,http://id.loc.gov/authorities/names/n79107741,,,,http://www.geonames.org/5324400/aptos.html,,,,,,,,,,,
ms0064_rec_0163.wav,row: 680,,,11,ms0064_rec_0163,ms0064_rec_0163.wav,,,,Part 4: Symphonic Etudes (1834-37),,Performer: Justus Frantz,http://id.loc.gov/authorities/names/n82144219,http://id.loc.gov/authorities/names/n50000565,,,,http://www.geonames.org/5324400/aptos.html,,,,,,,,,,,
,row: 3,4 recordings,,,,,2019,1981-08-30,1981,1981 Cabrillo Music Festival: Concert 12,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,,,,,,,,
ms0064_rec_0164.wav,row: 685,,MS 64,11,ms0064_rec_0164,ms0064_rec_0164.wav,,,,"Part 1: Concerto for Two Pianos and Orchestra in E-flat Major, K.365 (1779)",,Performers: Justus Frantz\; Dennis Russell Davies,http://id.loc.gov/authorities/names/n82144219; http://id.loc.gov/authorities/names/n81010514,http://id.loc.gov/authorities/names/n80022788,http://id.loc.gov/authorities/names/n81010514,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0165.wav,row: 685,,MS 64,11,ms0064_rec_0165,ms0064_rec_0165.wav,,,,Part 2: Taski Gomang (1981),,,,http://id.loc.gov/authorities/names/n82144277,http://id.loc.gov/authorities/names/n81010514,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0166.wav,row: 685,,MS 64,11,ms0064_rec_0166,ms0064_rec_0166.wav,,,,"Part 3: Symphony No.5 in C minor, Op.67 (1807-08)",,,,http://id.loc.gov/authorities/names/n79107741,http://id.loc.gov/authorities/names/n81010514,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0414_rec_9129.wav,row: 685,,MS 414,363,ms0414_rec_9129,ms0414_rec_9129.wav,,,,Part 4:Cabrillo Festival 1981 Composers Panel,,,,,,,,,,,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
,row: 3,6 recordings,MS 64,15,,,2019,1982-08-19,1982,1982 Cabrillo Music Festival: Prelude,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0167_1.wav,row: 690,,,,ms0064_rec_0167,ms0064_rec_0167_1.wav,,,,"Part 1: Dennis Russel Davies welcome and applause\; Double Music, for Percussion (1941)",,Performers: Dennis Russell Davies\; Wolfgang Schone,http://id.loc.gov/authorities/names/n81010514; http://id.loc.gov/authorities/names/n82096235,http://id.loc.gov/authorities/names/n50032828,,,,,,,,,,,,,,,
ms0064_rec_0167_2.wav,row: 690,,,,ms0064_rec_0167,ms0064_rec_0167_2.wav,,,,"Part 2: Old American Songs (1950, 1952)",,,,http://id.loc.gov/authorities/names/n79089419,,,,,,,,,,,,,,,
ms0064_rec_0167_3.wav,row: 690,,,,ms0064_rec_0167,ms0064_rec_0167_3.wav,,,,Part 3: Night Spectrum (1981),,,,http://id.loc.gov/authorities/names/n84162657,,,,,,,,,,,,,,,
ms0064_rec_0168_1.wav,row: 690,,,,ms0064_rec_0168,ms0064_rec_0168_1.wav,,,,"Part 4: Choros No.5, “Alma Brasileira” (1926)",,Performer: Dennis Russell Davies,http://id.loc.gov/authorities/names/n81010514,http://id.loc.gov/authorities/names/n80015682,,,,,,,,,,,,,,,
ms0064_rec_0168_2.wav,row: 690,,,,ms0064_rec_0168,ms0064_rec_0168_2.wav,,,,Part 5: Pieces for Four Winds and Piano (Party Pieces)\; Intermission speeches,,,,http://id.loc.gov/authorities/names/n50032828,,,,,,,,,,,,,,,
ms0064_rec_0169.wav,row: 690,,,,ms0064_rec_0169,ms0064_rec_0169.wav,,,,"Part 6: Trio No.1 in D minor, Op.49 (1839)",,,,http://id.loc.gov/authorities/names/n79139515,,,,,,,,,,,,,,,
,row: 3,1 recording,MS 64,15,,,2019,1982-08-21,1982,1982 Cabrillo Music Festival: Concert 2,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0170_0171_0172.wav,row: 697,,,,ms0064_rec_0170,ms0064_rec_0170_0171_0172.wav,,,,Songs,,Performers: Wolfgang Schone\; Dennis Russell Davies,http://id.loc.gov/authorities/names/n82096235; http://id.loc.gov/authorities/names/n81010514,http://id.loc.gov/authorities/names/n79107741,,,,,,,,,,,,,,,
,row: 3,1 recording,MS 414,365,,,2019,1982-08-22,1982,1982 Cabrillo Music Festival: Concert 3,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_9130.wav,row: 699,,,,ms0414_rec_9130,ms0414_rec_9130.wav,,,,Beyond the Far Blue Mountains,,,,http://id.loc.gov/authorities/names/n97871787; http://id.loc.gov/authorities/names/n82099801,,,,,,,,,,,,,,,
,row: 3,4 recordings,,,,,2019,1982-08-28,1982,1982 Cabrillo Music Festival: Concert 11,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,,,,,,,,
ms0064_rec_0173.wav,row: 701,,MS 64,15,ms0064_rec_0173,ms0064_rec_0173.wav,,,,Part 1: One unidentified piece (Gabrieli\; performed from organ loft preceeding announced concert),,,,,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0174_1.wav,row: 701,,MS 64,15,ms0064_rec_0174,ms0064_rec_0174_1.wav,,,,"Part 2: Tributes to Charon (1939, 1982)",,,,http://id.loc.gov/authorities/names/n82099801,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0174_2.wav,row: 701,,MS 64,15,ms0064_rec_0174,ms0064_rec_0174_2.wav,,,,Part 3: Amores (1943),,,,http://id.loc.gov/authorities/names/n50032828,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0414_rec_9131.wav,row: 701,,MS 414,365,ms0414_rec_9131,ms0414_rec_9131.wav,,,,"Part 4: Interview with Dennis Russell Davies, conducted by Charles Amirkhanian some weeks after the Cabrillo Festival in Paris.","Interview with John Cage, recorded in Paris by Charles Amirkhanian at the ceremony where Cage recieved a cultural award from the French Government.",,,,,,,,,,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
,row: 3,1 recording,MS 64,13,,,2019,1982-08-20,1982,1982 Cabrillo Music Festival,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0175.wav,row: 406,,,,ms0064_rec_0175,ms0064_rec_0175.wav,,,,"""After John Cage talk""",,,,,,,,,,,,,,,,,,,
,row: 3,1 recording,MS 64,17,,,2019,1983-08-18,1983,1983 Cabrillo Music Festival: Concert 1,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0176_0177.wav,row: 708,,,,ms0064_rec_0176,ms0064_rec_0176_0177.wav,,,,"Pollicino, or The New Adventures of Tom Thumb",,,,http://id.loc.gov/authorities/names/n79068363,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,17,,,2019,1983-08-19,1983,1983 Cabrillo Music Festival: Concert 2,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0178.wav,row: 710,,,,ms0064_rec_0178,ms0064_rec_0178.wav,,,,Part 1: Third Symphony (1982),,,,http://id.loc.gov/authorities/names/n82099801,,,,,,,,,,,,,,,
ms0064_rec_0179.wav,row: 710,,,,ms0064_rec_0179,ms0064_rec_0179.wav,,,,"Part 2: Cello Concerto No.1 in E-flat Major, Op. 107 (1959)",,Performer: Janos Starker,http://id.loc.gov/authorities/names/n81100631,http://id.loc.gov/authorities/names/n79140959,,,,,,,,,,,,,,,
ms0064_rec_0180.wav,row: 710,,,,ms0064_rec_0180,ms0064_rec_0180.wav,,,,Part 3: Barcarola (1979),,,,http://id.loc.gov/authorities/names/n79068363,,,,,,,,,,,,,,,
,row: 3,6 recordings,MS 64,17,,,2019,1983-08-21,1983,1983 Cabrillo Music Festival: Concert 3,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0181_1.wav,row: 714,,,,ms0064_rec_0181,ms0064_rec_0181_1.wav,,,,Part 1: Fanfare for the Common Man,,,,http://id.loc.gov/authorities/names/n79089419,,,,,,,,,,,,,,,
ms0064_rec_0181_2.wav,row: 714,,,,ms0064_rec_0181,ms0064_rec_0181_2.wav,,,,Part 2: Star-Spangled Banner (1941),,,,http://id.loc.gov/authorities/names/n79070061,,,,,,,,,,,,,,,
ms0064_rec_0181_3.wav,row: 714,,,,ms0064_rec_0181,ms0064_rec_0181_3.wav,,,,Part 3: Vltava (The Moldau) (1874),,,,http://id.loc.gov/authorities/names/n50053339,,,,,,,,,,,,,,,
ms0064_rec_0181_4.wav,row: 714,,,,ms0064_rec_0181,ms0064_rec_0181_4.wav,,,,Part 4: Finlandia,,,,http://id.loc.gov/authorities/names/n79068399,,,,,,,,,,,,,,,
ms0064_rec_0182_1.wav,row: 714,,,,ms0064_rec_0182,ms0064_rec_0182_1.wav,,,,Part 5: Concerto in D Major for Harp and Strings “God Save the King” (ca. 1770),,Performer: Beverly Bellows,http://id.loc.gov/authorities/names/no92002727,http://id.loc.gov/authorities/names/n80008104,,,,,,,,,,,,,,,
ms0064_rec_0182_2.wav,row: 714,,,,ms0064_rec_0182,ms0064_rec_0182_2.wav,,,,Part 6: Variations on America (1891),,,,http://id.loc.gov/authorities/names/n80035835,,,,,,,,,,,,,,,
