parent,extent,masterFilename,series,title,titleAlternative,description,description,descriptionAddress,accessionNumber,creator,publisher,publisherHomepage,resourceType,rightsStatement,rightsHolder,subjectName,subjectPlace,subjectTopic,dateCreated,datePublished,physicalFormat,physicalDescription,accessRights,collection,collectionCallNumber,donorProvenance,boxFolder
row:prev,,ms0020_neg_bp_6810_22.tif,,"Bobby Seale, Chairman and co-founder of the Black Panther Party, Bobby Hutton Memorial Park, Oakland, CA, #42 from A Photographic Essay on The Black Panthers",Bobby Seale wearing white turtleneck and black leather jacket,Printed/published,#42 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_6810_22,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,1968,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_6810_20.tif,,"Bobby Seale, Chairman and co-founder of the Black Panther Party, Free Huey Rally, Bobby Hutton Memorial Park, Oakland, CA, #63 from A Photographic Essay on The Black Panthers",Bobby Seale looking sideways,Printed/published,#63 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_6810_20,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,1968,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-071_11.tif,,"Bobby Seale, Chairman of the Black Panther Party and Stokely Carmichael, ex Prime Minister at Free Huey Rally, Bobby Hutton Memorial Park, Oakland, CA, #64 from A Photographic Essay on The Black Panthers",Bobby Seale and Stokeley Carmichael,Printed/published,#64 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-071_11,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,1968,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-079_10.tif,,"Books for sale at Free Huey Rally, Bobby Hutton Memorial Park, #97 from A Photographic Essay on The Black Panthers",Books,Printed/published,#97 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-079_10,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,1968,,35 mm,,,,,"Box 454, Folder 68-079"
row:prev,,ms0020_neg_bp_68-078_10.tif,,"Books for sale at Free Huey Rally, Bobby Hutton Memorial Park, Oakland, CA, #98 from A Photographic Essay on The Black Panthers",Soul on Ice for sale,Printed/published,#98 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-078_10,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,1968,,35 mm,,,,,"Box 454, Folder 68-078"
row:prev,,ms0020_neg_bp_68-078_18.tif,,"Captain Bill Brent of the National Headquarters, Oakland, at Free Huey Rally, Bobby Hutton Memorial Park, #85 from A Photographic Essay on The Black Panthers",Bill Brent,Printed/published,#85 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-078_18,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,1968,,35 mm,,,,,"Box 454, Folder 68-078"
row:prev,,ms0020_neg_bp_68-070_31.tif,,"Crowd attending End of Trial Solidarity Rally for Huey P. Newton, at Bobby Hutton Memorial Park, Oakland, CA, #14 from A Photographic Essay on The Black Panthers",Crowd at rally,Printed/published,#14 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-070_31,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,1968,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_6811_35.tif,,"Eldridge Cleaver, Minister of Information for the Black Panther Party, Editor of The Black Panther, Author of Soul on Ice, #40 from A Photographic Essay on The Black Panthers",Eldridge Cleaver with arms crossed,Printed/published,#40 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_6811_35,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,1968,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6813_02.tif,,"Eldridge Cleaver, talking to Captain Kenny Denmon of the San Diego Black Panthers [left] & Captain Charles Brunson of Sacramento [center], at Free Huey Rally, Bobby Hutton Mem. Park, Oakland, CA, #60 from A Photographic Essay on The Black Panthers","Eldridge Cleaver, talking to Panthers Kenny Denmon and Charles Brunson",Printed/published,#60 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_6813_02,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,1968,,35 mm,,,,,"Box 467, Folder 6813"
row:prev,,ms0020_neg_bp_68-072_10.tif,,"Emory Douglas, Minister of Culture and Revolutionary Artist for the Black Panther Party with sister Barbara E. at Free Huey Rally, Bobby Hutton Memorial Park, #88 from A Photographic Essay on The Black Panthers",Barbara E. and Emory Douglas,Printed/published,#88 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-072_10,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,1968,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_6810_13.tif,,"Entertainer, at the Free Huey rally, Bobby Hutton Memorial Park, Oakland, CA, #89 from A Photographic Essay on The Black Panthers",Woman wearing chain headband,Printed/published,#89 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_6810_13,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,1968,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-076_33.tif,,"Free Huey Rally, Bobby Hutton Memorial Park, Oakland, CA, #56 from A Photographic Essay on The Black Panthers",Young man alone in front with arms crossed,Printed/published,#56 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-076_33,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,1968,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_68-079_15.tif,,"Kathleen Cleaver and Black Panthers, Free Huey Rally, Bobby Hutton Memorial Park, Oakland, CA, #66 from A Photographic Essay on The Black Panthers",Kathleen Cleaver wearing dashiki,Printed/published,#66 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-079_15,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,1968,,35 mm,,,,,"Box 454, Folder 68-079"
row:prev,,ms0020_neg_bp_6810_19.tif,,"Mother and children, #159",,Printed/published,#159 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_6810_19,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,2012,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-103_10.tif,,"Motion picture photographer, photographing at Free Huey Rally, Bobby Hutton Memorial Park, Oakland, CA, #117 from A Photographic Essay on The Black Panthers",Black man shooting 16 mm camera,Printed/published,#117 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-103_10,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,1968,,2 1/4 in,,,,,"Box 453, Folder 68-103"
row:prev,,ms0020_neg_bp_68-076_34.tif,,"Portrait of young woman, Bobby Hutton Memorial Park, Oakland, CA, #22 from A Photographic Essay on The Black Panthers","Woman sitting, with pen in hand",Printed/published,#22 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-076_34,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,1968,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_6810_11.tif,,"Portrait, Bobby Hutton Memorial Park, Oakland, CA, #90 from A Photographic Essay on The Black Panthers",Woman wearing paisley dress,Printed/published,#90 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_6810_11,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,1968,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-102_01.tif,,"Ruth Hagwood, member of Advisory Cabinet to the Black Panther Party, at Bobby Hutton Memorial Park, #10 from A Photographic Essay on The Black Panthers",Ruth Hagwood,Printed/published,#10 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-102_01,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,1968,,2 1/4 in,,,,,"Box 453, Folder 68-102"
row:prev,,ms0020_neg_bp_68-071_19.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_19,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-076_21.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-076_21,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_68-076_27.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-076_27,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_68-076_35.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-076_35,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_68-071_02.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_02,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-070_25.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_25,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_68-070_17.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_17,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_68-070_19.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_19,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_6811_04.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_04,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6811_03.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_03,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6811_09.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_09,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6811_11.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_11,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6810_03.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_03,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_6811_31.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_31,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6811_13.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_13,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6811_30.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_30,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6811_10.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_10,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6810_33.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_33,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_6812_33.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_33,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_6811_32.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_32,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6812_25.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_25,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_6813_03.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6813_03,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6813"
row:prev,,ms0020_neg_bp_6811_12.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_12,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6811_36.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_36,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6810_28.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_28,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_6810_16.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_16,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-076_22.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-076_22,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_68-102_03.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled","Ruth Hagwood, chin resting on hands",Printed/published,,,ms0020_neg_bp_68-102_03,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,1968,,2 1/4 in,,,,,"Box 453, Folder 68-102"
row:prev,,ms0020_neg_bp_68-078_14.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-078_14,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-078"
row:prev,,ms0020_neg_bp_68-078_21.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-078_21,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-078"
row:prev,,ms0020_neg_bp_68-078_16.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-078_16,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-078"
row:prev,,ms0020_neg_bp_68-072_27.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_27,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-072_04.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_04,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-070_34.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_34,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_68-071_01.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_01,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_6810_24.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_24,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_6810_26.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_26,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-079_13.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-079_13,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-079"
row:prev,,ms0020_neg_bp_68-072_16.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_16,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-071_23.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_23,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-070_18.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_18,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_6811_16.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_16,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_68-071_20.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_20,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-071_25.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_25,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-071_10.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_10,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-076_19.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-076_19,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_6811_18.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_18,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6811_19.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_19,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6811_20.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_20,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6810_12.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_12,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_6810_08.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_08,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
