work_type,filename,parent,extent,masterFilename,collectionCallNumber,title,description,creator,contributor,dateCreatedDisplay,dateCreated,subjectPlace,subjectName,subjectTopic,resourceType,language,physicalFormat,physicalDescription,relatedResource,rightsStatement,rightsHolder,accessRights,rightsStatus,publisher,publisherHomepage,accessionNumber,donorProvenance,staffNote,boxFolder,genre,itemCallNumber,scale
work,ms0306_sld_011.tif,row:3,,ms0306_sld_011.tif,,UC Santa Cruz Farm and Garden Project: large garden area with flowers and vegetables,,"Silverstein, Tina",,1984-11,1984-11,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_018.tif,row:3,,ms0306_sld_018.tif,,UC Santa Cruz Farm and Garden Project: unidentified equipment,,"Silverstein, Tina",,1984-11,1984-11,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_019.tif,row:3,,ms0306_sld_019.tif,,UC Santa Cruz Farm and Garden Project: garden with flowers,,"Silverstein, Tina",,1984-11,1984-11,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_020.tif,row:3,,ms0306_sld_020.tif,,UC Santa Cruz Farm and Garden Project: greenhouse,,"Silverstein, Tina",,1984-11,1984-11,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299; info:lc/authorities/subjects/sh85057244,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_021.tif,row:3,,ms0306_sld_021.tif,,UC Santa Cruz Farm and Garden Project: large garden area with flowers and vegetables,,"Silverstein, Tina",,1984-11,1984-11,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_022.tif,row:3,,ms0306_sld_022.tif,,UC Santa Cruz Farm and Garden Project: unidentified equipment,,"Silverstein, Tina",,1984-11,1984-11,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_023.tif,row:3,,ms0306_sld_023.tif,,UC Santa Cruz Farm and Garden Project: garden area with flowers and vegetables,,"Silverstein, Tina",,1984-11,1984-11,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_024.tif,row:3,,ms0306_sld_024.tif,,UC Santa Cruz Farm and Garden Project: orchard,,"Silverstein, Tina",,1984-11,1984-11,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_025.tif,row:3,,ms0306_sld_025.tif,,UC Santa Cruz Farm and Garden Project: nursery boxes,,"Silverstein, Tina",,1984-11,1984-11,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_026.tif,row:3,,ms0306_sld_026.tif,,UC Santa Cruz Farm and Garden Project: unidentified equipment,,"Silverstein, Tina",,1984-11,1984-11,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_027.tif,row:3,,ms0306_sld_027.tif,,UC Santa Cruz Farm and Garden Project: Native American Indian Garden art,,"Silverstein, Tina",,1984-11,1984-11,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_028.tif,row:3,,ms0306_sld_028.tif,,"UC Santa Cruz Farm and Garden Project: Native American Indian Garden art, pukamani poles",,"Silverstein, Tina",,1984-11,1984-11,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_029.tif,row:3,,ms0306_sld_029.tif,,UC Santa Cruz Farm and Garden Project: greenhouse,,"Silverstein, Tina",,1984-11,1984-11,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299; info:lc/authorities/subjects/sh85057244,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_030.tif,row:3,,ms0306_sld_030.tif,,UC Santa Cruz Farm and Garden Project: garden with flowers,,"Silverstein, Tina",,1984-11,1984-11,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_031.tif,row:3,,ms0306_sld_031.tif,,UC Santa Cruz Farm and Garden Project: orchard,,"Silverstein, Tina",,1984-11,1984-11,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_032.tif,row:3,,ms0306_sld_032.tif,,UC Santa Cruz Farm and Garden Project: grounds behind the shed,,"Silverstein, Tina",,1984-11,1984-11,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299; info:lc/authorities/subjects/sh85010201,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_033.tif,row:3,,ms0306_sld_033.tif,,UC Santa Cruz Farm and Garden Project: greenhouse design plan,,"Silverstein, Tina",,1985-05,1985-05,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299; info:lc/authorities/subjects/sh85057244; info:lc/authorities/subjects/sh85006624,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_034.tif,row:3,,ms0306_sld_034.tif,,UC Santa Cruz Farm and Garden Project: garden with flowers,,"Silverstein, Tina",,1985-05,1985-05,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_035.tif,row:3,,ms0306_sld_035.tif,,"UC Santa Cruz Farm and Garden Project: panoramic view of the site, with the Monterey Bay in the distance",,"Silverstein, Tina",,1985-05,1985-05,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_036.tif,row:3,,ms0306_sld_036.tif,,UC Santa Cruz Farm and Garden Project: compost pile (?),,"Silverstein, Tina",,1985-05,1985-05,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_037.tif,row:3,,ms0306_sld_037.tif,,"UC Santa Cruz Farm and Garden Project: greenhouse interior, with nursery boxes",,"Silverstein, Tina",,1985-05,1985-05,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299; info:lc/authorities/subjects/sh85057244; http://vocab.getty.edu/aat/300124520,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_038.tif,row:3,,ms0306_sld_038.tif,,UC Santa Cruz Farm and Garden Project: unidentified structure,,"Silverstein, Tina",,1985-05,1985-05,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_039.tif,row:3,,ms0306_sld_039.tif,,UC Santa Cruz Farm and Garden Project: orchard nursery (?),,"Silverstein, Tina",,1985-05,1985-05,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_040.tif,row:3,,ms0306_sld_040.tif,,UC Santa Cruz Farm and Garden Project: farm house,,"Silverstein, Tina",,1985-05,1985-05,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299; info:lc/authorities/subjects/sh85047294,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_041.tif,row:3,,ms0306_sld_041.tif,,UC Santa Cruz Farm and Garden Project: unidentified crop field,,"Silverstein, Tina",,1985-05,1985-05,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
work,ms0306_sld_042.tif,row:3,,ms0306_sld_042.tif,,UC Santa Cruz Farm and Garden Project: fencing between an orchard and a field of vegetables (?),,"Silverstein, Tina",,1985-05,1985-05,http://www.geonames.org/5322559,info:lc/authorities/names/n79059545; info:lc/authorities/names/no97025065,info:lc/authorities/subjects/sh85047299,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128357,35 mm,,,,,,,,,,,,,,
