parent,extent,masterFilename,series,title,titleAlternative,description,description,accessionNumber,boxFolder,physicalDescription,creator,subjectName,subjectPlace,subjectTopic,dateCreated,datePublished,physicalFormat,accessRights,collection,collectionCallNumber,donorProvenance,publisher,publisherHomepage,resourceType,rightsStatement,rightsHolder
row:prev,,ms0020_neg_bv_56-230_01.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-230_01,"Box 448, Folder 56-230",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-129_04.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-129_04,"Box 449, Folder 56-129",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-116_03.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-116_03,"Box 449, Folder 56-116",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_24.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_24,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_01.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_01,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_04.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_04,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-119_07.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-119_07,"Box 449, Folder 56-119",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-119_08.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-119_08,"Box 449, Folder 56-119",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-149_05.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-149_05,"Box 449, Folder 56-149",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-132_06.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-132_06,"Box 449, Folder 56-132",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-226_01.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-226_01,"Box 448, Folder 56-226",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-226_02.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-226_02,"Box 448, Folder 56-226",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_18.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_18,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_10.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_10,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-230_08.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-230_08,"Box 448, Folder 56-230",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-230_09.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-230_09,"Box 448, Folder 56-230",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-119_02.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-119_02,"Box 449, Folder 56-119",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-119_03.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-119_03,"Box 449, Folder 56-119",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_06.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_06,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_31.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_31,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_35.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_35,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_26.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_26,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-129_02.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-129_02,"Box 449, Folder 56-129",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_13.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_13,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_17.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_17,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_16.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_16,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_30.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_30,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-132_08.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-132_08,"Box 449, Folder 56-132",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-126_12.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-126_12,"Box 449, Folder 56-126",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_23.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_23,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_36.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_36,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_27.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_27,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_07.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_07,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-230_07.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-230_07,"Box 448, Folder 56-230",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-116_02.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-116_02,"Box 449, Folder 56-116",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_25.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_25,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_26.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_26,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-116_07.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-116_07,"Box 449, Folder 56-116",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_27.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_27,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_24.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_24,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_18.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_18,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-119_09.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-119_09,"Box 449, Folder 56-119",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_12.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_12,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-129_01.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-129_01,"Box 449, Folder 56-129",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-129_10.tif,,Demolition of town and store: Untitled,,,,ms0020_neg_bv_56-129_10,"Box 449, Folder 56-129",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-230_04.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-230_04,"Box 448, Folder 56-230",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-230_03.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-230_03,"Box 448, Folder 56-230",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_38.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_38,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-232_01.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-232_01,"Box 448, Folder 56-232",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_39.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_39,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_32.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_32,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_01.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_01,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-230_10.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-230_10,"Box 448, Folder 56-230",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-230_06.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-230_06,"Box 448, Folder 56-230",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_02.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_02,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-119_06.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-119_06,"Box 449, Folder 56-119",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_33.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_33,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_16.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_16,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_17.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_17,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_37.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_37,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_20.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_20,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_21.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_21,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_12.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_12,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_15.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_15,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_11.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_11,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_06.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_06,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_20.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_20,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_14.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_14,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_15.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_15,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-129_08.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-129_08,"Box 449, Folder 56-129",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-129_07.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-129_07,"Box 449, Folder 56-129",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-126_11.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-126_11,"Box 449, Folder 56-126",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_19.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_19,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-226_04.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-226_04,"Box 448, Folder 56-226",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_05.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_05,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-126_09.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-126_09,"Box 449, Folder 56-126",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-172_08.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-172_08,"Box 449, Folder 56-172",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_23.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_23,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-230_02.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-230_02,"Box 448, Folder 56-230",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-132_02.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-132_02,"Box 449, Folder 56-132",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-132_03.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-132_03,"Box 449, Folder 56-132",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-226_03.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-226_03,"Box 448, Folder 56-226",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_05.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_05,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_28.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_28,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-119_10.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-119_10,"Box 449, Folder 56-119",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_25.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_25,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_04.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_04,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-149_06.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-149_06,"Box 449, Folder 56-149",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-172_07.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-172_07,"Box 449, Folder 56-172",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-226_05.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-226_05,"Box 448, Folder 56-226",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-116_04.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-116_04,"Box 449, Folder 56-116",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-231_29.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-231_29,"Box 448, Folder 56-231",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-230_05.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-230_05,"Box 448, Folder 56-230",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-119_04.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-119_04,"Box 449, Folder 56-119",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-221_03.tif,,Demolition of town and store: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-221_03,"Box 448, Folder 56-221",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-126_10.tif,,"Worker and felled oak tree in front of McGinnis home, Monticello, Berryessa Valley",,Printed/published,,ms0020_neg_bv_56-126_10,"Box 449, Folder 56-126",2 1/4 in,,,http://www.geonames.org/5374510,,,1956,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-129_03.tif,,"Worker during clearing and grubbing, Berryessa Valley",,Printed/published,,ms0020_neg_bv_56-129_03,"Box 449, Folder 56-129",2 1/4 in,,,http://www.geonames.org/5374510,,,1956,,,,,,,,,,
,11 images,,Berryessa Valley,"Development at Lake Berryessa, South Shore",,,,,,,http://id.loc.gov/authorities/names/n90650175,,http://www.geonames.org/5364444,,1973,,http://vocab.getty.edu/aat/300128343,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california
