parent,extent,masterFilename,series,title,titleAlternative,description,description,accessionNumber,creator,publisher,publisherHomepage,resourceType,rightsStatement,rightsHolder,subjectName,subjectPlace,subjectTopic,dateCreatedFake,dateCreated,datePublished,physicalFormat,physicalDescription,accessRights,collection,collectionCallNumber,donorProvenance,boxFolder
row:prev,,ms0020_neg_6104_12.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6104_12,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6104"
row:prev,,ms0020_neg_6105_09.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6105_09,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6105"
row:prev,,ms0020_neg_6110_08.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6110_08,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6110"
row:prev,,ms0020_neg_6110_06.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6110_06,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6110"
row:prev,,ms0020_neg_6104_31.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6104_31,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6104"
row:prev,,ms0020_neg_6109_25.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6109_25,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6109"
row:prev,,ms0020_neg_6109_32.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6109_32,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6109"
row:prev,,ms0020_neg_6108_29.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6108_29,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6108"
row:prev,,ms0020_neg_6108_13.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6108_13,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6108"
row:prev,,ms0020_neg_6106_18.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6106_18,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6106"
row:prev,,ms0020_neg_6106_19.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6106_19,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6106"
row:prev,,ms0020_neg_6107_12.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6107_12,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6107"
row:prev,,ms0020_neg_6104_13.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6104_13,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6104"
row:prev,,ms0020_neg_6107_18.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6107_18,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6107"
row:prev,,ms0020_neg_6108_05.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6108_05,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6108"
row:prev,,ms0020_neg_6105_08.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6105_08,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6105"
row:prev,,ms0020_neg_6109_22.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6109_22,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6109"
row:prev,,ms0020_neg_6107_09.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6107_09,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6107"
row:prev,,ms0020_neg_6110_10.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6110_10,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6110"
row:prev,,ms0020_neg_6107_05.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6107_05,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6107"
row:prev,,ms0020_neg_6110_32.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6110_32,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6110"
row:prev,,ms0020_neg_6108_19.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6108_19,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6108"
row:prev,,ms0020_neg_6105_28.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6105_28,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6105"
row:prev,,ms0020_neg_6104_10.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6104_10,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6104"
row:prev,,ms0020_neg_6104_33.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6104_33,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6104"
row:prev,,ms0020_neg_6104_28.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6104_28,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6104"
row:prev,,ms0020_neg_6104_18.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6104_18,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6104"
row:prev,,ms0020_neg_6109_12.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6109_12,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6109"
row:prev,,ms0020_neg_6105_32.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6105_32,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6105"
row:prev,,ms0020_neg_6106_02.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6106_02,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6106"
row:prev,,ms0020_neg_6110_30.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6110_30,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6110"
row:prev,,ms0020_neg_6110_25.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6110_25,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6110"
row:prev,,ms0020_neg_6108_20.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6108_20,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6108"
row:prev,,ms0020_neg_6108_09.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6108_09,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6108"
row:prev,,ms0020_neg_6109_27.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6109_27,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6109"
row:prev,,ms0020_neg_6109_21.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6109_21,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6109"
row:prev,,ms0020_neg_6108_30.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6108_30,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6108"
row:prev,,ms0020_neg_6109_02.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6109_02,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6109"
row:prev,,ms0020_neg_6108_18.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6108_18,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6108"
row:prev,,ms0020_neg_6109_14.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6109_14,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6109"
row:prev,,ms0020_neg_6108_26.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6108_26,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6108"
row:prev,,ms0020_neg_6107_10.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6107_10,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6107"
row:prev,,ms0020_neg_6107_15.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6107_15,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6107"
row:prev,,ms0020_neg_6108_04.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6108_04,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6108"
row:prev,,ms0020_neg_6108_33.tif,,Illusion for Sale: Untitled,,Unprinted/unpublished,,ms0020_neg_6108_33,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6108"
row:prev,,ms0020_neg_6104_29.tif,,"Woman in black dress which is too tight, #24 from Illusion For Sale, San Francisco",,Printed/published,"#24 from Illusion For Sale, San Francisco",ms0020_neg_6104_29,,,,,,,,,,,,1961,,35 mm,,,,,"Box 463, Folder 6104"
row:prev,,ms0020_neg_6110_11.tif,,"Woman in Grand Salon with dog, #2 from Illusion for Sale",,Printed/published,"#2 from Illusion For Sale, San Francisco",ms0020_neg_6110_11,,,,,,,,,,,,1961,,35 mm,,,,,"Box 463, Folder 6110"
row:prev,,ms0020_neg_6105_19.tif,,"Woman in grand salon, #34 from Illusion For Sale, San Francisco",,Printed/published,"#34 from Illusion For Sale, San Francisco",ms0020_neg_6105_19,,,,,,,,,,,,1961,,35 mm,,,,,"Box 463, Folder 6105"
row:prev,,ms0020_neg_6110_23.tif,,"Woman measured for a girdle, #21 from Illusion For Sale, San Francisco",,Printed/published,"#21 from Illusion For Sale, San Francisco",ms0020_neg_6110_23,,,,,,,,,,,,1961,,35 mm,,,,,"Box 463, Folder 6110"
row:prev,,ms0020_neg_6109_04.tif,,"Woman trying on dress with price tag, #4 from Illusion For Sale, San Francisco",,Printed/published,"#4 from Illusion For Sale, San Francisco",ms0020_neg_6109_04,,,,,,,,,,,,1961,,35 mm,,,,,"Box 463, Folder 6109"
row:prev,,ms0020_neg_6107_11.tif,,"Young blonde thoroughbred, #22 from Illusion For Sale, San Francisco",,Printed/published,"#22 from Illusion For Sale, San Francisco",ms0020_neg_6107_11,,,,,,,,,,,,1961,,35 mm,,,,,"Box 463, Folder 6107"
row:prev,,ms0020_neg_6105_16.tif,,"Young girl in front of Town & Country with long blond hair, #18 from Illusion For Sale, San Francisco",,Printed/published,"#18 from Illusion For Sale, San Francisco",ms0020_neg_6105_16,,,,,,,,,,,,1961,,35 mm,,,,,"Box 463, Folder 6105"
row:prev,,ms0020_neg_6104_03.tif,,"Young girl reaching for a hat, #25 from Illusion For Sale, San Francisco",,Printed/published,"#25 from Illusion For Sale, San Francisco",ms0020_neg_6104_03,,,,,,,,,,,,1961,,35 mm,,,,,"Box 463, Folder 6104"
row:prev,,ms0020_neg_6110_15.tif,,"Young girl with hat, #1 from Illusion For Sale, San Francisco",,Printed/published,"#1 from Illusion For Sale, San Francisco",ms0020_neg_6110_15,,,,,,,,,,,,1961,,35 mm,,,,,"Box 463, Folder 6110"
,27 images,,Marin City,Marin City,,,,,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5370464,,1960,1960,,http://vocab.getty.edu/aat/300128343,,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,
row:prev,,ms0020_neg_6004_06.tif,,"Boy riding bicycle, between housing",,Printed/published,,ms0020_neg_6004_06,,,,,,,,,,,,1960,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_04.tif,,Boy walking with dog between housing,,Printed/published,,ms0020_neg_6004_04,,,,,,,,,,,,1960,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_26.tif,,Michael,,Printed/published,,ms0020_neg_6004_26,,,,,,,,,,,,1960,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_09.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_09,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_27.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_27,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_07.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_07,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_08.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_08,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_23.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_23,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_24.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_24,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_17.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_17,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_20.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_20,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_11.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_11,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_10.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_10,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_05.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_05,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_03.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_03,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_18.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_18,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_02.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_02,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_22.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_22,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_19.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_19,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_25.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_25,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_01.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_01,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_21.tif,,Marin City: Untitled,,Unprinted/unpublished,,ms0020_neg_6004_21,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_16.tif,,Marin City: Untitled,,Unprinted/unpublished,"Yvonne, Marin City",ms0020_neg_6004_16,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_12.tif,,Marin City: Untitled,,Unprinted/unpublished,"Yvonne, Marin City",ms0020_neg_6004_12,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_14.tif,,Marin City: Untitled,,Unprinted/unpublished,"Yvonne, Marin City",ms0020_neg_6004_14,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_13.tif,,Marin City: Untitled,,Unprinted/unpublished,"Yvonne, Marin City",ms0020_neg_6004_13,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 6004"
row:prev,,ms0020_neg_6004_15.tif,,Yvonne,,Printed/published,,ms0020_neg_6004_15,,,,,,,,,,,,1960,,35 mm,,,,,"Box 463, Folder 6004"
,1 image,ms0020_neg_5301_03.tif,Miscellaneous,"Blackbirds, San Francisco",,Printed/published,,ms0020_neg_5301_03,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/9199863,,1953,1953,1953,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4507"
,1 image,ms0020_neg_4507.tif,Miscellaneous,"Bench Asylum Grounds, Athens, Ohio",,Printed/published,,ms0020_neg_4507,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/4505542,,1945,1945,1945,http://vocab.getty.edu/aat/300128343,35 mm,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 463, Folder 5702"
,6 images,,Miscellaneous,Cigar store Indian statue,,,,,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/uc_board_of_regents,,http://www.geonames.org/5402535,,1957,1957,,http://vocab.getty.edu/aat/300128343,,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,
row:prev,,ms0020_neg_5702a_05.tif,,Cigar store Indian statue: Untitled,,,,ms0020_neg_5702a_05,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 5702"
row:prev,,ms0020_neg_5702a_06.tif,,Cigar store Indian statue: Untitled,,,,ms0020_neg_5702a_06,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 5702"
row:prev,,ms0020_neg_5702a_01.tif,,Cigar store Indian statue: Untitled,,,,ms0020_neg_5702a_01,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 5702"
row:prev,,ms0020_neg_5702a_04.tif,,Cigar store Indian statue: Untitled,,,,ms0020_neg_5702a_04,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 5702"
row:prev,,ms0020_neg_5702a_02.tif,,Cigar store Indian statue: Untitled,,,,ms0020_neg_5702a_02,,,,,,,,,,,,,,35 mm,,,,,"Box 463, Folder 5702"
row:prev,,ms0020_neg_5702a_03.tif,,Cigar store Indian statue: Untitled,,,,ms0020_neg_5702a_03,,,,,,,,,,,,,,4 x 5 in,,,,,"Box 462, Folder 4705"
,1 image,ms0020_neg_4705.tif,Miscellaneous,"Copy of a Minor White photo, C.S.F.A. assignment: Untitled",,Unprinted/unpublished,,ms0020_neg_4705,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391960,,1947,1947,,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4704"
,1 image,ms0020_neg_4704.tif,Miscellaneous,"Copy of charcoal drawing, C.S.F.A. assignment: Untitled",,Unprinted/unpublished,,ms0020_neg_4704,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391960,,1947,1947,,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4703_01"
,1 image,ms0020_neg_4703_01.tif,Miscellaneous,Copy series for 1947 C.S.F.A.assignment #1: Untitled,,Unprinted/unpublished,,ms0020_neg_4703_01,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/uc_board_of_regents,,http://www.geonames.org/5391960,,1947,1947,,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4703_02"
,1 image,ms0020_neg_4703_02.tif,Miscellaneous,Copy series for 1947 C.S.F.A.assignment #2: Untitled,,Unprinted/unpublished,,ms0020_neg_4703_02,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/uc_board_of_regents,,http://www.geonames.org/5391960,,1947,1947,,http://vocab.getty.edu/aat/300128343,35 mm,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 464, Folder 6301"
