workType,filename,parent,extent,collectionCallNumber,title,description,descriptionAddress,creator,contributor,dateCreatedDisplay,dateCreated,subjectTopic,subjectPlace,subjectName,language,resourceType,physicalFormat,physicalDescription,donorProvenance,masterFilename,publisher,publisherHomepage,rightsStatement,rightsHolder,accessRights,rightsStatus,relatedResource,accessionNumber,itemCallNumber,boxFolder
work,ms0039_s09_03.tif,row:39,,,"Williamson and Garrett Building (later Bookshop Santa Cruz), 1547 Pacific Avenue (demolished after the 1989 earthquake): exterior",The building was built ca. 1899.,1547 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1973,1973,info:lc/authorities/subjects/sh85128377; http://vocab.getty.edu/aat/300018207; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s09_03.tif,,,,,,,,MS39.S09.03,35mm slide call no.: N750A S034 CFW729 AB,
work,ms0039_s09_04.tif,row:39,,,"Pacific Garden Mall: view between Cathcart and Lincoln Streets, during a sidewalk sale","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Cathcart Street and Lincoln Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1973,1973,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s09_04.tif,,,,,,,,MS39.S09.04,35mm slide call no.: P750A S034 B P117 FD,
work,ms0039_s10_01.tif,row:39,,,"Farmer's and Merchant's Bank Building, 1515 Pacific Avenue: exterior, when it was Wells-Fargo Bank","The bank, designed by architect William Weeks, was built ca. 1910.",1515 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Weeks, William Henry",1971,1971,info:lc/authorities/subjects/sh85011556; http://vocab.getty.edu/aat/300108149; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s10_01.tif,,,,,,,,MS39.S10.01,35mm slide call no.: P750A S034 CBF233 AB,
work,ms0039_s10_02.tif,row:39,,,"Santa Cruz Hotel, Cedar and Locust Streets, with Streamline Moderne first floor",The hotel was built in 1877.,Cedar Street and Locust Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1971,1971,info:lc/authorities/subjects/sh85062487; http://vocab.getty.edu/aat/300021426; info:lc/authorities/subjects/sh85113249; http://vocab.getty.edu/aat/300253564; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85062487; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s10_02.tif,,,,,,,,MS39.S10.02,35mm slide call no.: N750A S034 LNS034 AD,
work,ms0039_s1_11.tif,row:39,,,"Beach traffic, ca. 1970",,,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1970,1970,info:lc/authorities/subjects/sh85010201; info:lc/authorities/subjects/sh85012606,http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s1_11.tif,,,,,,,,MS39.S1.11,,
work,ms0039_s78_2.tif,row:39,,,"Surfers and sailboats, ca. 1970",,,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1970,1970,info:lc/authorities/subjects/sh85130757; info:lc/authorities/subjects/sh85015159,http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s78_2.tif,,,,,,,,MS39.S78.2,,
work,ms0039_s1_12.tif,row:39,,,"Beach traffic, ca. 1970",,,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1970,1970,info:lc/authorities/subjects/sh85010201; info:lc/authorities/subjects/sh85012606,http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s1_12.tif,,,,,,,,MS39.S1.12,,
work,ms0039_s3_4.tif,row:39,,,"Surfers, ca. 1970",,,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1970,1970,info:lc/authorities/subjects/sh85130757,http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s3_4.tif,,,,,,,,MS39.S3.4,,
work,ms0039_s2_15.tif,row:39,,,"Surfers, ca. 1970",,,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1970,1970,info:lc/authorities/subjects/sh85130757,http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s2_15.tif,,,,,,,,MS39.S2.15,,
work,ms0039_s3_8.tif,row:39,,,"Surfers, ca. 1970",,,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1970,1970,info:lc/authorities/subjects/sh85130757,http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s3_8.tif,,,,,,,,MS39.S3.8,,
work,ms0039_s3_9.tif,row:39,,,"Surfers, ca. 1970",,,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1970,1970,info:lc/authorities/subjects/sh85130757,http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s3_9.tif,,,,,,,,MS39.S3.9,,
work,ms0039_s78_1.tif,row:39,,,"Surfers and sailboats, ca. 1970",,,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1970,1970,info:lc/authorities/subjects/sh85130757; info:lc/authorities/subjects/sh85015159,http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s78_1.tif,,,,,,,,MS39.S78.1,,
work,ms0039_s78_5.tif,row:39,,,"Surfers and spectators, ca. 1970",,,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1970,1970,info:lc/authorities/subjects/sh85130757,http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s78_5.tif,,,,,,,,MS39.S78.5,,
work,ms0039_s78_6.tif,row:39,,,"Surfers and spectators, ca. 1970",,,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1970,1970,info:lc/authorities/subjects/sh85130757,http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s78_6.tif,,,,,,,,MS39.S78.6,,
work,ms0039_s78_13.tif,row:39,,,"Surfers, ca. 1970",,,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1970,1970,info:lc/authorities/subjects/sh85130757,http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s78_13.tif,,,,,,,,MS39.S78.13,,
work,ms0039_s78_14.tif,row:39,,,"Surfers, ca. 1970",,,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1970,1970,info:lc/authorities/subjects/sh85130757,http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s78_14.tif,,,,,,,,MS39.S78.14,,
collection,,row:2,36 objects,MS 235,Vester and Esther Dick Papers,"The Vester and Esther Dick collection contains images of damage from the 1989 Santa Cruz Earthquake, primarily focusing on downtown.",,,,1966-1989,,,,,,http://purl.org/dc/dcmitype/Collection,,,,,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,http://rightsstatements.org/vocab/InC/1.0/,,,,
work,vd1_07_35.tif,row:155,,,"Loma Prieta Earthquake. Boat washed onto a beach, with the Boardwalk in the background, Santa Cruz, California",,400 Beach Street,"Dick, Vester",,1989-10-17,1989-10-17,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85004698; info:lc/authorities/subjects/sh85015159,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_07_35.tif,,,,,,,,VD1.07.35,,
work,vd1_26_09.tif,row:155,,,"Santa Cruz, California. Pacific Avenue: view from 1300 block looking towards Water Street","Night view photographed by Vester Dick, 1966",Pacific Avenue between Walnut Avenue and Church Street,"Dick, Vester",,1966,1966,info:lc/authorities/subjects/sh85026130; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85010201; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh2012004160,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_26_09.tif,,,,,,,,VD1.26.09,,
work,vd1_19_02.tif,row:155,,,"Loma Prieta Earthquake. County Bank Building (Santa Cruz County National Bank, 1502 Pacific Avenue): propped-up facades after interior demolition",View from Cooper Street,1502 Pacific Avenue,"Dick, Vester",,1990-04,1990-04,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85011556,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_19_02.tif,,,,,,,,VD1.19.02,,
work,vd1_09_15.tif,row:155,,,"Loma Prieta Earthquake. Boat washed onto a beach, Santa Cruz, California","View from the beach looking out to sea, at night",,"Dick, Vester",,1989-10-17,1989-10-17,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85015159; info:lc/authorities/subjects/sh85012606; info:lc/authorities/subjects/sh85101292,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_09_15.tif,,,,,,,,VD1.09.15,,
work,vd1_09_30.tif,row:155,,,"Loma Prieta Earthquake. Break in a parking curb and sand trench in a harbor bank, Santa Cruz, California",,,"Dick, Vester",,1989-10-17,1989-10-17,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85015159; info:lc/authorities/subjects/sh85058838,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_09_30.tif,,,,,,,,VD1.09.30,,
work,vd1_13_05.tif,row:155,,,Loma Prieta Earthquake. Bookshop Santa Cruz (1547 Pacific Avenue): removal of store content before building is demolished,View of the courtyard behind the bookshop with many helpers,1547 Pacific Avenue,"Dick, Vester",,1989-11-04,1989-11-04,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh88002065,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_13_05.tif,,,,,,,,VD1.13.05,,
work,vd1_13_15.tif,row:155,,,Loma Prieta Earthquake. Bookshop Santa Cruz (1547 Pacific Avenue): demolition crane lifts equipment and two men in basket,View from courtyard behind bookshop,1547 Pacific Avenue,"Dick, Vester",,1989-11,1989-11,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh88002065; info:lc/authorities/subjects/sh85031345,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_13_15.tif,,,,,,,,VD1.13.15,,
work,vd1_13_25.tif,row:155,,,Loma Prieta Earthquake. Bookshop Santa Cruz (1547 Pacific Avenue): demolition crane at work,"View from Pacific Avenue, with the Coffee Roasting Company on the right",1547 Pacific Avenue,"Dick, Vester",,1989-11,1989-11,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh88002065; info:lc/authorities/subjects/sh85031345,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_13_25.tif,,,,,,,,VD1.13.25,,
work,vd1_17_25.tif,row:155,,,"Loma Prieta Earthquake. Pavilion tents, by Phoenix Pavilions, set up to house displaced Pacific Avenue businesses",Exterior view of Bookshop Santa Cruz's tent,Pacific Avenue,"Dick, Vester",,1989-12,1989-12,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh88002065; info:lc/authorities/subjects/sh85133951,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_17_25.tif,,,,,,,,VD1.17.25,,
work,vd1_26_33.tif,row:155,,,"Santa Cruz, California. Pacific Garden Mall: central structures in front of Leask's, 1405 Pacific Avenue, between Church and Water Streets","Photographed by Vester Dick, March 1975",1405 Pacific Avenue,"Dick, Vester",,1975,1975,info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85053082; info:lc/authorities/subjects/sh85026130; info:lc/authorities/subjects/sh85141324,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_26_33.tif,,,,,,,,VD1.26.33,,
work,vd1_22_06.tif,row:155,,,Loma Prieta Earthquake. Downtown Recovery Plan (DRP) for Santa Cruz: community-developed rebuilding plan,Plan for rebuilding Pacific Avenue downtown area,,"Dick, Vester",,1990-06,1990-06,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85080858; info:lc/authorities/subjects/sh85074398,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_22_06.tif,,,,,,,,VD1.22.06,,
work,vd1_26_28.tif,row:155,,,"Santa Cruz, California. Pacific Garden Mall: central area between Church and Locust Streets","Photographed by Vester Dick, March 1975",Pacific Avenue between Church Street and Locust Street,"Dick, Vester",,1975,1975,info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85026130; info:lc/authorities/subjects/sh85141324,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_26_28.tif,,,,,,,,VD1.26.28,,
work,vd1_16_12.tif,row:155,,,"Loma Prieta Earthquake. Collapsed section of Struve Slough Bridge, Highway One, Watsonville",Overall view with support piers puncturing paving,,"Dick, Vester",,1989-12,1989-12,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85137027; info:lc/authorities/subjects/sh85114487,http://www.geonames.org/5407529/watsonville.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_16_12.tif,,,,,,,,VD1.16.12,,
work,vd1_16_14.tif,row:155,,,"Loma Prieta Earthquake. Collapsed section of Struve Slough Bridge, Highway One, Watsonville",Detail view of support piers projecting up through paving,,"Dick, Vester",,1989-12,1989-12,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85137027; info:lc/authorities/subjects/sh85114487,http://www.geonames.org/5407529/watsonville.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_16_14.tif,,,,,,,,VD1.16.14,,
work,vd1_05_36.tif,row:155,,,"Loma Prieta Earthquake. Building damage on Pacific Avenue, Santa Cruz, California","View of damaged Lily Wong's on Lincoln Street, reflected in a display window",Pacific Avenue,"Dick, Vester",,1989-10-17,1989-10-17,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85122112,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_05_36.tif,,,,,,,,VD1.05.36,,
work,vd1_05_37.tif,row:155,,,"Loma Prieta Earthquake. Hihn Building (1201 Pacific Avenue) damage, Lincoln Street, Santa Cruz, California","Detail, collapsed outer wall with interior visible",1201 Pacific Avenue,"Dick, Vester",,1989-10-17,1989-10-17,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_05_37.tif,,,,,,,,VD1.05.37,,
work,vd1_07_12.tif,row:155,,,"Loma Prieta Earthquake. House with collapsed porch, Santa Cruz, California",,,"Dick, Vester",,1989-10-17,1989-10-17,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; http://id.loc.gov/authorities/subjects/sh85062603,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_07_12.tif,,,,,,,,VD1.07.12,,
work,vd1_09_29.tif,row:155,,,"Loma Prieta Earthquake. Fissure in a bike path, San Lorenzo River levee, Santa Cruz, California","View looking up the river, with East Cliff in the background",,"Dick, Vester",,1989-10-17,1989-10-17,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85114250,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_09_29.tif,,,,,,,,VD1.09.29,,
work,vd1_05_26.tif,row:155,,,"Loma Prieta Earthquake. Building damage on Pacific Avenue, Santa Cruz, California","View of facades of Roberts, Shockley's Jewelry, and Lilly Marlene's after the quake",Pacific Avenue,"Dick, Vester",,1989-10-17,1989-10-17,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_05_26.tif,,,,,,,,VD1.05.26,,
work,vd1_15_03.tif,row:155,,,Loma Prieta Earthquake. Santa Cruz Town Clock Tower stopped at the time of the earthquake 5:04 PM,"Photographed by Vester Dick, November 1989",North Pacific Avenue and Water Street,"Dick, Vester",,1989-11,1989-11,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; http://id.loc.gov/authorities/subjects/sh85136296,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_15_03.tif,,,,,,,,VD1.15.03,,
work,vd1_15_10.tif,row:155,,,"Loma Prieta Earthquake. Casa del Rey Hotel (120 Cliff Street) sustained damage and was demolished, Santa Cruz, California","Corner view showing collapsed facade wall, photographed by Vester Dick, November 1989",120 Cliff Street,"Dick, Vester",,1989-11,1989-11,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85062487,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_15_10.tif,,,,,,,,VD1.15.10,,
work,vd1_15_18.tif,row:155,,,"Loma Prieta Earthquake. Casa del Rey Hotel (120 Cliff Street) demolition in progress, Santa Cruz, California","Photographed by Vester Dick, November 1989",120 Cliff Street,"Dick, Vester",,1989-11,1989-11,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85031345; info:lc/authorities/subjects/sh85062487,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_15_18.tif,,,,,,,,VD1.15.18,,
work,vd1_17_08.tif,row:155,,,"Loma Prieta Earthquake. Gottschalks Department Store (formerly Leask's), 1405 Pacific Avenue, Santa Cruz",View of a tractor amid the remaining rubble during demolition,1405 Pacific Avenue,"Dick, Vester",,1989-12,1989-12,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85031345,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_17_08.tif,,,,,,,,VD1.17.08,,
work,vd1_17_16.tif,row:155,,,"Loma Prieta Earthquake. Pavilion tents, by Phoenix Pavilions, set up to house displaced Pacific Avenue businesses",Interior view of a tent with Christmas shoppers,Pacific Avenue,"Dick, Vester",,1989-12,1989-12,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85133951,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_17_16.tif,,,,,,,,VD1.17.16,,
work,vd1_17_23.tif,row:155,,,"Loma Prieta Earthquake. Pavilion tents, by Phoenix Pavilions, set up to house displaced Pacific Avenue businesses",Exterior view of a tent with outside cafe tables,Pacific Avenue,"Dick, Vester",,1989-12,1989-12,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85133951,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_17_23.tif,,,,,,,,VD1.17.23,,
work,vd1_03_13.tif,row:155,,,"Loma Prieta Earthquake. Building damage on Cooper Street, Santa Cruz, California",View looking from Front Street corner towards Pacific Avenue,Pacific Avenue,"Dick, Vester",,1989-10-17,1989-10-17,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_03_13.tif,,,,,,,,VD1.03.13,,
work,vd1_04_08.tif,row:155,,,"Loma Prieta Earthquake. Hihn Building (1201 Pacific Avenue) damage, Lincoln Street, Santa Cruz, California",View looking from Pacific Ave. toward Cedar Street,1201 Pacific Avenue,"Dick, Vester",,1989-10-17,1989-10-17,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_04_08.tif,,,,,,,,VD1.04.08,,
work,vd1_04_29.tif,row:155,,,"Loma Prieta Earthquake. Building damage on Pacific Avenue, Santa Cruz, California","Detail view of a collapsed structure, Lilly Marlene's Restaurant",Pacific Avenue,"Dick, Vester",,1989-10-17,1989-10-17,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_04_29.tif,,,,,,,,VD1.04.29,,
work,vd1_04_35.tif,row:155,,,"Loma Prieta Earthquake. Cooper House, (formerly Santa Cruz County Courthouse #5, 110 Cooper Street) building damage, Santa Cruz, California",View from Pacific Avenue,110 Cooper Street,"Dick, Vester",,1989-10-17,1989-10-17,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_04_35.tif,,,,,,,,VD1.04.35,,
work,vd1_05_04.tif,row:155,,,"Loma Prieta Earthquake. Building damage on Pacific Avenue, Santa Cruz, California","View of facades of Santa Cruz Horseman, Santa Cruz Hardware and Santa Cruz Travel after the quake",Pacific Avenue,"Dick, Vester",,1989-10-17,1989-10-17,info:lc/authorities/subjects/sh2003005933; info:lc/authorities/subjects/sh2003006457; info:lc/authorities/subjects/sh85090214,http://www.geonames.org/5393052/santa-cruz.html,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128364,,,vd1_05_04.tif,,,,,,,,VD1.05.04,,
